user_id	ad__cr_id	label	gender	fav_cat1	device_os	device_model	version	device_brand	province	media_source	ad__coverimg_weight	ad__position_1_ctr	ad__ctr	ts	price	ad__parent_cr_id	ad__style	context__position_id	fav_cat2	fav_cat3	applist	user_ctr	user_ctr_7days	ctr_cat_2	ctr_cat_3	ctr_cat_4	ctr_cat_6	ctr_cat_7	ctr_cat_9	ctr_cat_13	ctr_cat_21	ctr_cat_10028	ctr_cat_10032
28553411	840457	0	1	23	android_9	SM-A205F	3.6.0	samsung	0	Facebook Ads	1000	0.006885353	0.006171977	1556437148	1.05	840260	5	1	10032	8	"[""vn.vtv.vtvgo"", ""com.google.android.apps.docs"", ""com.google.android.gm"", ""com.google.android.youtube""]"	0	0	0	0	0	0	0	0	0	0	0	0
28553411	840411	0	1	23	android_9	SM-A205F	3.6.0	samsung	0	Facebook Ads	1000	0.012548638	0.011167408	1556437148	1.05	840258	3	11	10032	8	"[""vn.vtv.vtvgo"", ""com.google.android.apps.docs"", ""com.google.android.gm"", ""com.google.android.youtube""]"	0	0	0	0	0	0	0	0	0	0	0	0
28553411	840478	0	1	23	android_9	SM-A205F	3.6.0	samsung	0	Facebook Ads	750	0	0.131413057	1556417291	0.001	840478	19	5	10032	8	"[""vn.vtv.vtvgo"", ""com.google.android.apps.docs"", ""com.google.android.gm"", ""com.google.android.youtube""]"	0	0	0	0	0	0	0	0	0	0	0	0
28553411	840477	0	1	23	android_9	SM-A205F	3.6.0	samsung	0	Facebook Ads	750	0	0.131643633	1556436709	0.001	0	19	5	10032	8	"[""vn.vtv.vtvgo"", ""com.google.android.apps.docs"", ""com.google.android.gm"", ""com.google.android.youtube""]"	0	0	0	0	0	0	0	0	0	0	0	0
28553411	840423	0	1	23	android_9	SM-A205F	3.6.0	samsung	0	Facebook Ads	1000	0.007151315	0.006451215	1556437055	1.05	840260	5	11	10032	8	"[""vn.vtv.vtvgo"", ""com.google.android.apps.docs"", ""com.google.android.gm"", ""com.google.android.youtube""]"	0	0	0	0	0	0	0	0	0	0	0	0
28553411	840424	0	1	23	android_9	SM-A205F	3.6.0	samsung	0	Facebook Ads	1000	0.007233307	0.00645856	1556437086	1.05	840260	5	1	10032	8	"[""vn.vtv.vtvgo"", ""com.google.android.apps.docs"", ""com.google.android.gm"", ""com.google.android.youtube""]"	0	0	0	0	0	0	0	0	0	0	0	0
28553411	840464	0	1	23	android_9	SM-A205F	3.6.0	samsung	0	Facebook Ads	1000	0.012200214	0.008236382	1556437101	0.06	840464	3	11	10032	8	"[""vn.vtv.vtvgo"", ""com.google.android.apps.docs"", ""com.google.android.gm"", ""com.google.android.youtube""]"	0	0	0	0	0	0	0	0	0	0	0	0
28553411	840480	0	1	23	android_9	SM-A205F	3.6.0	samsung	0	Facebook Ads	1000	0	0.005021554	1556436850	1.05	840258	3	2	10032	8	"[""vn.vtv.vtvgo"", ""com.google.android.apps.docs"", ""com.google.android.gm"", ""com.google.android.youtube""]"	0	0	0	0	0	0	0	0	0	0	0	0
28553411	840435	0	1	23	android_9	SM-A205F	3.6.0	samsung	0	Facebook Ads	1000	0.012630192	0.011288181	1556436921	1.05	840258	3	11	10032	8	"[""vn.vtv.vtvgo"", ""com.google.android.apps.docs"", ""com.google.android.gm"", ""com.google.android.youtube""]"	0	0	0	0	0	0	0	0	0	0	0	0
28553411	840472	0	1	23	android_9	SM-A205F	3.6.0	samsung	0	Facebook Ads	1000	0.006530229	0.005858069	1556437086	1.05	840260	5	11	10032	8	"[""vn.vtv.vtvgo"", ""com.google.android.apps.docs"", ""com.google.android.gm"", ""com.google.android.youtube""]"	0	0	0	0	0	0	0	0	0	0	0	0
